payment_id,subscriber_id,payment_date,amount_usd,failure_reason,gateway_response_code,attempt_number,previous_failures,days_since_last_payment,historical_success_rate,payment_method,customer_tenure_months,monthly_charge_usd,support_ticket_count,customer_lifetime_value_usd,customer_opted_out,recovery_probability,root_cause,root_cause_confidence,revenue_at_risk,expected_recovery,recommended_action
PAY-0008557,CUST-006415,2025-12-03,21.4,LIMIT_EXCEEDED,LIMIT_61,2,2,26,0.527,upi,18,18.05,1,376.82,False,0.31,CUSTOMER_ACTION_REQUIRED,0.794,22.84,7.08,HUMAN_REVIEW
PAY-0008558,CUST-007800,2025-03-28,55.04,LIMIT_EXCEEDED,LIMIT_61,2,1,25,0.519,card,15,54.85,0,732.82,False,0.48,CUSTOMER_ACTION_REQUIRED,0.915,58.85,28.25,CUSTOMER_NUDGE
PAY-0008559,CUST-004383,2025-10-30,21.85,NETWORK_TIMEOUT,91,1,2,36,0.452,card,14,27.47,1,419.95,False,0.01,RISK_RELATED,0.53,22.14,0.22,STOP
PAY-0008560,CUST-004321,2025-09-20,15.55,NETWORK_TIMEOUT,91,1,0,26,0.423,card,16,14.39,2,208.49,False,0.793,TRANSIENT_FAILURE,0.903,16.13,12.79,RETRY
PAY-0008561,CUST-004269,2025-11-12,10.27,NETWORK_TIMEOUT,91,2,1,30,0.499,upi,7,13.36,0,81.16,False,0.126,RISK_RELATED,0.472,10.37,1.31,HUMAN_REVIEW
PAY-0008562,CUST-002720,2025-12-31,19.14,LIMIT_EXCEEDED,LIMIT_61,2,1,34,0.642,card,54,15.48,3,874.79,False,0.36,CUSTOMER_ACTION_REQUIRED,0.939,19.76,7.11,CUSTOMER_NUDGE
PAY-0008563,CUST-008652,2025-12-06,46.48,INVALID_CARD,14,1,0,24,0.761,card,15,47.15,0,845.28,False,0.33,PAYMENT_INSTRUMENT,0.91,47.57,15.7,CUSTOMER_NUDGE
PAY-0008564,CUST-000718,2025-12-24,66.99,INSUFFICIENT_FUNDS,NSF_51,2,1,32,0.721,card,17,67.27,0,1181.96,False,0.54,CUSTOMER_ACTION_REQUIRED,0.878,70.8,38.23,CUSTOMER_NUDGE
PAY-0008565,CUST-006548,2026-04-13,52.57,LIMIT_EXCEEDED,61,3,2,24,0.552,card,5,47.88,0,272.42,False,0.44,CUSTOMER_ACTION_REQUIRED,0.949,54.63,24.04,CUSTOMER_NUDGE
PAY-0008566,CUST-004295,2025-12-09,17.98,GATEWAY_ERROR,GW_500,1,1,27,0.504,netbanking,7,15.47,1,103.51,False,0.559,GATEWAY_ERROR,0.795,18.3,10.23,RETRY
PAY-0008567,CUST-008308,2025-12-17,28.7,BANK_UNAVAILABLE,GW_503,1,0,30,0.618,upi,14,27.62,0,426.57,False,0.799,TRANSIENT_FAILURE,0.731,28.06,22.42,RETRY
PAY-0008568,CUST-000412,2025-03-16,18.61,INSUFFICIENT_FUNDS,51,1,1,31,0.378,upi,11,19.92,1,188.87,False,0.353,CUSTOMER_ACTION_REQUIRED,0.921,19.28,6.81,CUSTOMER_NUDGE
PAY-0008569,CUST-006163,2026-04-16,9.74,GATEWAY_ERROR,GW_ERR_96,2,2,24,0.529,netbanking,14,16.01,0,271.84,False,0.585,GATEWAY_ERROR,0.955,10.25,6.0,RETRY
PAY-0008570,CUST-003941,2025-11-23,35.07,INVALID_CARD,14,4,4,32,0.435,upi,20,35.22,1,811.01,False,0.01,PAYMENT_INSTRUMENT,0.802,34.04,0.34,STOP
PAY-0008571,CUST-000081,2025-12-23,6.01,BANK_UNAVAILABLE,91,3,3,39,0.622,upi,65,5.69,6,318.98,False,0.718,TRANSIENT_FAILURE,0.978,6.37,4.57,HUMAN_REVIEW
PAY-0008572,CUST-003816,2025-01-13,19.84,CARD_EXPIRED,EXP_CARD_54,1,0,20,0.7,card,22,21.33,2,515.77,False,0.384,PAYMENT_INSTRUMENT,0.929,19.27,7.4,CUSTOMER_NUDGE
PAY-0008573,CUST-004105,2026-03-30,6.98,INSUFFICIENT_FUNDS,51,1,0,25,0.402,upi,20,5.0,2,94.31,False,0.527,CUSTOMER_ACTION_REQUIRED,0.869,7.22,3.8,CUSTOMER_NUDGE
PAY-0008574,CUST-006566,2025-03-20,35.9,DUPLICATE_TRANSACTION,94,2,1,33,0.613,card,36,39.71,3,1627.03,False,0.475,GATEWAY_ERROR,0.932,35.28,16.76,HUMAN_REVIEW
PAY-0008575,CUST-005870,2025-01-08,3.0,FRAUD_SUSPECTED,FRAUD_59,1,1,27,0.69,card,42,8.0,2,364.97,False,0.07,RISK_RELATED,0.975,2.91,0.2,HUMAN_REVIEW
PAY-0008576,CUST-006435,2025-10-01,25.27,AUTHENTICATION_FAILED,3DS_FAIL_05,3,2,35,0.432,card,7,30.73,0,196.79,True,0.018,CUSTOMER_ACTION_REQUIRED,0.944,25.56,0.46,STOP
PAY-0008577,CUST-006645,2026-01-06,13.36,BANK_UNAVAILABLE,BANK_DOWN_502,1,1,27,0.547,upi,14,12.63,2,169.04,False,0.695,TRANSIENT_FAILURE,0.862,13.82,9.6,RETRY
PAY-0008578,CUST-004990,2025-10-21,34.99,GATEWAY_ERROR,GW_ERR_96,3,3,33,0.641,netbanking,14,33.42,0,435.09,False,0.589,GATEWAY_ERROR,0.912,37.76,22.24,RETRY
PAY-0008579,CUST-006227,2026-03-11,12.57,NETWORK_TIMEOUT,GW_503,3,2,27,0.529,card,22,15.23,1,405.66,False,0.794,TRANSIENT_FAILURE,0.948,13.57,10.77,RETRY
PAY-0008580,CUST-004771,2026-06-14,3.61,CARD_EXPIRED,54,4,3,33,0.555,upi,17,7.58,2,139.32,False,0.01,RISK_RELATED,0.398,3.57,0.04,HUMAN_REVIEW
PAY-0008581,CUST-004754,2025-04-16,21.05,GATEWAY_ERROR,GW_500,1,0,22,0.587,card,12,20.12,0,226.27,False,0.632,GATEWAY_ERROR,0.766,20.97,13.25,RETRY
PAY-0008582,CUST-008070,2026-01-13,21.67,DUPLICATE_TRANSACTION,94,2,2,35,0.576,upi,19,22.51,0,371.12,False,0.7,GATEWAY_ERROR,0.826,21.51,15.06,RETRY
PAY-0008583,CUST-000242,2026-07-16,32.53,NETWORK_TIMEOUT,91,2,3,36,0.686,card,18,32.35,0,571.14,False,0.692,TRANSIENT_FAILURE,0.79,32.99,22.83,RETRY
PAY-0008584,CUST-008274,2025-05-11,13.95,INVALID_CARD,14,4,3,34,0.509,card,15,19.97,0,289.61,False,0.092,PAYMENT_INSTRUMENT,0.977,14.43,1.33,STOP
PAY-0008585,CUST-008082,2025-02-10,33.98,BANK_UNAVAILABLE,BANK_DOWN_502,2,1,28,0.388,upi,6,34.57,0,192.43,False,0.631,TRANSIENT_FAILURE,0.727,34.35,21.67,RETRY
PAY-0008586,CUST-006481,2025-05-04,25.14,GATEWAY_ERROR,96,4,4,33,0.576,card,33,26.82,1,811.86,False,0.417,GATEWAY_ERROR,0.967,25.21,10.51,HUMAN_REVIEW
PAY-0008587,CUST-007551,2025-02-04,23.29,GATEWAY_ERROR,GW_500,1,0,39,0.684,card,30,27.99,1,901.37,False,0.642,GATEWAY_ERROR,0.731,23.64,15.18,RETRY
PAY-0008588,CUST-000358,2026-03-17,3.33,DUPLICATE_TRANSACTION,94,1,0,25,0.516,card,8,8.36,0,77.86,False,0.639,GATEWAY_ERROR,0.963,3.51,2.24,RETRY
PAY-0008589,CUST-004984,2025-01-19,18.78,NETWORK_TIMEOUT,GW_503,2,1,34,0.585,card,9,15.98,1,144.94,False,0.721,TRANSIENT_FAILURE,0.858,18.27,13.17,RETRY
PAY-0008590,CUST-003498,2025-02-02,38.23,LIMIT_EXCEEDED,LIMIT_61,4,3,31,0.451,card,9,42.55,1,435.38,False,0.335,CUSTOMER_ACTION_REQUIRED,0.946,40.24,13.48,HUMAN_REVIEW
PAY-0008591,CUST-005479,2026-03-22,25.51,NETWORK_TIMEOUT,TIMEOUT_408,1,0,27,0.522,card,29,17.27,2,485.07,False,0.776,TRANSIENT_FAILURE,0.9,27.28,21.17,RETRY
PAY-0008592,CUST-002801,2026-02-18,22.32,AUTHENTICATION_FAILED,3DS_FAIL_05,1,0,31,0.414,card,31,23.18,1,801.83,False,0.414,CUSTOMER_ACTION_REQUIRED,0.862,24.06,9.96,CUSTOMER_NUDGE
PAY-0008593,CUST-006387,2026-08-22,16.61,INSUFFICIENT_FUNDS,51,3,2,37,0.638,netbanking,24,13.23,0,366.63,True,0.107,CUSTOMER_ACTION_REQUIRED,0.899,16.27,1.74,STOP
PAY-0008594,CUST-004758,2025-04-06,25.51,BANK_UNAVAILABLE,GW_503,2,2,39,0.499,upi,16,25.9,0,363.74,False,0.521,TRANSIENT_FAILURE,0.877,24.81,12.93,RETRY
PAY-0008595,CUST-000756,2025-02-26,31.09,DUPLICATE_TRANSACTION,DUP_94,1,0,32,0.395,netbanking,21,32.17,0,672.42,False,0.505,GATEWAY_ERROR,0.846,32.86,16.59,RETRY
PAY-0008596,CUST-006708,2026-06-02,54.7,NETWORK_TIMEOUT,TIMEOUT_408,1,1,23,0.584,card,46,59.31,4,3340.55,False,0.748,TRANSIENT_FAILURE,0.789,56.5,42.26,HUMAN_REVIEW
PAY-0008597,CUST-002992,2025-02-21,32.26,DUPLICATE_TRANSACTION,DUP_94,2,1,28,0.617,card,21,31.66,1,568.49,False,0.207,PAYMENT_INSTRUMENT,0.691,32.32,6.69,CUSTOMER_NUDGE
PAY-0008598,CUST-006844,2025-09-23,18.14,LIMIT_EXCEEDED,61,1,0,34,0.556,card,6,18.01,1,132.35,False,0.407,CUSTOMER_ACTION_REQUIRED,0.898,19.5,7.94,CUSTOMER_NUDGE
PAY-0008599,CUST-005985,2026-08-18,21.73,INSUFFICIENT_FUNDS,51,5,4,41,0.574,card,15,16.68,4,310.48,False,0.272,CUSTOMER_ACTION_REQUIRED,0.792,23.32,6.34,HUMAN_REVIEW
PAY-0008600,CUST-008447,2025-12-25,9.13,NETWORK_TIMEOUT,91,3,3,33,0.5,upi,37,11.76,2,471.93,False,0.59,TRANSIENT_FAILURE,0.937,9.02,5.32,STOP
PAY-0008601,CUST-006636,2025-06-04,53.98,INSUFFICIENT_FUNDS,51,1,0,39,0.509,card,28,45.37,0,1196.69,False,0.348,CUSTOMER_ACTION_REQUIRED,0.783,57.87,20.14,CUSTOMER_NUDGE
PAY-0008602,CUST-001834,2026-06-13,17.08,GATEWAY_ERROR,96,1,0,20,0.524,upi,17,18.88,1,329.97,False,0.71,GATEWAY_ERROR,0.879,18.38,13.05,RETRY
PAY-0008603,CUST-002393,2025-01-18,17.35,INSUFFICIENT_FUNDS,NSF_51,4,4,22,0.551,card,24,15.88,2,378.57,False,0.437,GATEWAY_ERROR,0.481,17.11,7.48,HUMAN_REVIEW
PAY-0008604,CUST-008171,2025-07-29,13.49,BANK_UNAVAILABLE,91,1,1,42,0.568,upi,30,10.06,1,267.27,True,0.16,TRANSIENT_FAILURE,0.91,13.71,2.19,STOP
PAY-0008605,CUST-002182,2026-07-11,18.79,NETWORK_TIMEOUT,TIMEOUT_408,3,3,38,0.36,netbanking,4,21.79,1,108.07,False,0.532,TRANSIENT_FAILURE,0.816,19.43,10.34,HUMAN_REVIEW
PAY-0008606,CUST-005005,2025-11-06,7.03,NETWORK_TIMEOUT,GW_503,1,0,37,0.468,card,9,8.02,2,72.73,False,0.453,PAYMENT_INSTRUMENT,0.491,7.03,3.18,CUSTOMER_NUDGE
PAY-0008607,CUST-006143,2026-08-05,11.04,AUTHENTICATION_FAILED,05,2,2,42,0.751,card,59,17.05,1,1161.24,False,0.509,CUSTOMER_ACTION_REQUIRED,0.77,10.85,5.52,CUSTOMER_NUDGE
PAY-0008608,CUST-000913,2025-05-11,7.6,NETWORK_TIMEOUT,GW_503,3,3,31,0.611,netbanking,15,5.0,0,81.0,False,0.603,TRANSIENT_FAILURE,0.828,7.66,4.62,RETRY
PAY-0008609,CUST-001518,2025-02-09,14.63,FRAUD_SUSPECTED,59,1,1,29,0.549,upi,21,14.13,1,364.52,False,0.01,RISK_RELATED,0.877,15.1,0.15,STOP
PAY-0008610,CUST-005529,2025-09-08,16.76,FRAUD_SUSPECTED,RISK_BLOCK_63,1,1,31,0.6,card,32,14.75,2,531.03,False,0.204,RISK_RELATED,0.889,16.59,3.38,HUMAN_REVIEW
PAY-0008611,CUST-004926,2025-08-17,18.63,BANK_UNAVAILABLE,BANK_DOWN_502,3,3,34,0.529,card,22,21.67,1,522.36,False,0.682,TRANSIENT_FAILURE,0.758,20.12,13.72,RETRY
PAY-0008612,CUST-000277,2026-03-10,12.13,CARD_EXPIRED,EXP_CARD_54,5,5,41,0.55,card,30,12.34,4,343.12,True,0.032,PAYMENT_INSTRUMENT,0.942,12.38,0.4,STOP
PAY-0008613,CUST-006409,2026-07-18,65.86,CARD_EXPIRED,EXP_CARD_54,1,0,19,0.435,card,11,64.03,2,780.32,False,0.308,PAYMENT_INSTRUMENT,0.77,68.41,21.07,CUSTOMER_NUDGE
PAY-0008614,CUST-000563,2025-08-18,25.87,BANK_UNAVAILABLE,GW_503,3,2,32,0.413,card,15,33.51,1,471.14,True,0.17,TRANSIENT_FAILURE,0.743,25.17,4.28,STOP
PAY-0008615,CUST-006715,2025-03-03,20.58,NETWORK_TIMEOUT,GW_503,4,4,39,0.553,upi,42,15.59,4,587.5,False,0.448,TRANSIENT_FAILURE,0.852,20.06,8.99,HUMAN_REVIEW
PAY-0008616,CUST-001662,2025-01-27,20.05,INSUFFICIENT_FUNDS,51,2,3,37,0.456,netbanking,8,16.07,1,141.92,False,0.285,CUSTOMER_ACTION_REQUIRED,0.895,20.2,5.76,CUSTOMER_NUDGE
PAY-0008617,CUST-004742,2025-08-18,15.85,INSUFFICIENT_FUNDS,51,3,3,30,0.427,card,5,11.66,0,52.0,False,0.327,CUSTOMER_ACTION_REQUIRED,0.728,15.59,5.1,CUSTOMER_NUDGE
PAY-0008618,CUST-005684,2025-06-21,25.79,BANK_UNAVAILABLE,BANK_DOWN_502,2,1,37,0.429,card,37,25.43,4,999.12,False,0.683,TRANSIENT_FAILURE,0.978,27.46,18.76,RETRY
PAY-0008619,CUST-002366,2025-09-24,17.79,FRAUD_SUSPECTED,FRAUD_59,2,2,31,0.75,upi,30,20.86,1,767.91,False,0.01,RISK_RELATED,0.936,18.62,0.19,HUMAN_REVIEW
PAY-0008620,CUST-003387,2025-12-12,106.78,BANK_UNAVAILABLE,GW_503,2,1,27,0.563,upi,14,105.15,1,1692.5,False,0.787,TRANSIENT_FAILURE,0.92,112.79,88.77,RETRY
PAY-0008621,CUST-004954,2026-05-27,5.95,BANK_UNAVAILABLE,BANK_DOWN_502,1,0,24,0.576,card,28,11.57,3,373.56,False,0.778,TRANSIENT_FAILURE,0.811,6.03,4.69,RETRY
PAY-0008622,CUST-007304,2025-01-11,22.92,BANK_UNAVAILABLE,GW_503,1,1,26,0.643,upi,15,26.05,1,413.12,False,0.747,TRANSIENT_FAILURE,0.728,22.97,17.16,RETRY
PAY-0008623,CUST-005603,2025-08-02,35.11,LIMIT_EXCEEDED,LIMIT_61,1,0,27,0.471,netbanking,9,32.48,2,341.98,False,0.448,CUSTOMER_ACTION_REQUIRED,0.868,34.09,15.27,CUSTOMER_NUDGE
PAY-0008624,CUST-002795,2026-01-19,10.22,INSUFFICIENT_FUNDS,51,1,0,22,0.611,card,28,12.48,1,376.48,False,0.552,CUSTOMER_ACTION_REQUIRED,0.736,10.5,5.8,CUSTOMER_NUDGE
PAY-0008625,CUST-003387,2026-06-29,109.67,BANK_UNAVAILABLE,91,2,1,35,0.555,netbanking,14,105.15,1,1692.5,False,0.806,TRANSIENT_FAILURE,0.801,117.15,94.42,RETRY
PAY-0008626,CUST-005303,2026-06-11,68.8,FRAUD_SUSPECTED,RISK_BLOCK_63,1,0,30,0.462,netbanking,14,57.7,2,936.12,False,0.01,RISK_RELATED,0.781,72.1,0.72,HUMAN_REVIEW
PAY-0008627,CUST-004761,2025-12-29,57.65,BANK_UNAVAILABLE,BANK_DOWN_502,1,0,27,0.393,card,6,55.48,0,331.52,False,0.285,CUSTOMER_ACTION_REQUIRED,0.501,59.07,16.83,CUSTOMER_NUDGE
PAY-0008628,CUST-008720,2025-06-29,20.27,FRAUD_SUSPECTED,59,2,1,27,0.385,upi,18,18.81,1,421.0,False,0.01,RISK_RELATED,0.838,20.29,0.2,STOP
PAY-0008629,CUST-004932,2025-05-23,30.36,INSUFFICIENT_FUNDS,51,2,1,23,0.653,card,22,26.97,2,604.78,False,0.618,GATEWAY_ERROR,0.56,31.95,19.75,RETRY
PAY-0008630,CUST-002671,2026-01-29,27.86,INSUFFICIENT_FUNDS,51,1,0,25,0.571,card,17,28.68,1,512.03,False,0.624,CUSTOMER_ACTION_REQUIRED,0.936,29.53,18.43,CUSTOMER_NUDGE
PAY-0008631,CUST-008652,2025-03-24,44.65,BANK_UNAVAILABLE,GW_503,2,1,26,0.676,netbanking,15,47.15,0,845.28,False,0.778,TRANSIENT_FAILURE,0.964,47.12,36.66,RETRY
PAY-0008632,CUST-008930,2025-11-24,17.9,INSUFFICIENT_FUNDS,NSF_51,1,0,32,0.698,card,18,18.18,1,359.59,False,0.6,CUSTOMER_ACTION_REQUIRED,0.901,18.89,11.33,CUSTOMER_NUDGE
PAY-0008633,CUST-002418,2025-10-28,10.29,CARD_EXPIRED,EXP_CARD_54,1,0,32,0.446,card,14,9.56,1,161.35,False,0.392,PAYMENT_INSTRUMENT,0.815,10.83,4.25,CUSTOMER_NUDGE
PAY-0008634,CUST-005865,2025-12-18,12.69,BANK_UNAVAILABLE,BANK_DOWN_502,5,5,29,0.484,card,17,13.29,2,208.8,False,0.453,TRANSIENT_FAILURE,0.931,12.48,5.65,STOP
PAY-0008635,CUST-000015,2026-01-20,35.24,GATEWAY_ERROR,GW_ERR_96,1,0,32,0.389,upi,12,31.1,1,411.6,False,0.692,GATEWAY_ERROR,0.828,37.59,26.01,RETRY
PAY-0008636,CUST-008613,2025-12-25,45.08,NETWORK_TIMEOUT,TIMEOUT_408,2,2,34,0.49,upi,16,39.19,1,754.78,False,0.624,TRANSIENT_FAILURE,0.851,46.23,28.85,RETRY
PAY-0008637,CUST-008045,2025-01-15,20.8,NETWORK_TIMEOUT,TIMEOUT_408,3,2,33,0.701,netbanking,6,18.17,0,120.72,False,0.578,GATEWAY_ERROR,0.404,21.61,12.49,HUMAN_REVIEW
PAY-0008638,CUST-002493,2025-11-07,13.31,BANK_UNAVAILABLE,GW_503,1,0,27,0.497,card,10,13.19,2,129.17,False,0.614,TRANSIENT_FAILURE,0.893,14.01,8.6,RETRY
PAY-0008639,CUST-000290,2025-07-18,24.68,AUTHENTICATION_FAILED,3DS_FAIL_05,2,2,38,0.552,upi,22,21.96,1,595.77,False,0.31,CUSTOMER_ACTION_REQUIRED,0.812,24.14,7.48,CUSTOMER_NUDGE
PAY-0008640,CUST-001572,2026-02-07,28.88,GATEWAY_ERROR,96,1,0,25,0.479,card,6,20.88,0,133.85,False,0.575,GATEWAY_ERROR,0.755,30.23,17.38,RETRY
PAY-0008641,CUST-008070,2025-11-15,21.23,GATEWAY_ERROR,GW_500,2,1,38,0.597,upi,19,22.51,0,371.12,False,0.639,GATEWAY_ERROR,0.793,21.26,13.59,RETRY
PAY-0008642,CUST-004943,2025-12-20,22.37,CARD_EXPIRED,EXP_CARD_54,2,2,35,0.466,card,22,25.98,2,527.35,False,0.203,PAYMENT_INSTRUMENT,0.962,23.48,4.77,CUSTOMER_NUDGE
PAY-0008643,CUST-004329,2025-03-13,55.41,AUTHENTICATION_FAILED,3DS_FAIL_05,2,1,25,0.536,upi,8,59.8,0,548.72,False,0.411,CUSTOMER_ACTION_REQUIRED,0.941,56.83,23.36,CUSTOMER_NUDGE
PAY-0008644,CUST-006785,2025-11-17,22.62,DUPLICATE_TRANSACTION,94,2,1,18,0.666,upi,7,18.78,0,116.81,False,0.637,GATEWAY_ERROR,0.897,23.39,14.9,RETRY
PAY-0008645,CUST-004821,2026-03-01,29.19,NETWORK_TIMEOUT,91,4,3,35,0.298,upi,3,26.77,1,73.18,False,0.01,RISK_RELATED,0.464,28.99,0.29,STOP
PAY-0008646,CUST-007089,2025-05-14,16.61,INSUFFICIENT_FUNDS,NSF_51,3,2,36,0.529,card,42,16.15,2,796.7,False,0.323,CUSTOMER_ACTION_REQUIRED,0.812,17.49,5.65,CUSTOMER_NUDGE
PAY-0008647,CUST-007379,2026-02-25,17.49,INSUFFICIENT_FUNDS,NSF_51,1,1,38,0.457,card,26,14.36,1,444.49,False,0.375,CUSTOMER_ACTION_REQUIRED,0.766,18.29,6.86,CUSTOMER_NUDGE
PAY-0008648,CUST-002298,2026-07-04,25.88,CARD_EXPIRED,54,2,1,23,0.729,card,61,20.76,5,1487.43,False,0.273,PAYMENT_INSTRUMENT,0.933,25.7,7.02,CUSTOMER_NUDGE
PAY-0008649,CUST-004781,2026-06-13,28.5,INSUFFICIENT_FUNDS,51,2,1,25,0.548,card,35,26.56,0,900.85,False,0.358,CUSTOMER_ACTION_REQUIRED,0.774,27.71,9.92,CUSTOMER_NUDGE
PAY-0008650,CUST-004131,2025-05-11,26.42,GATEWAY_ERROR,GW_500,1,0,27,0.601,upi,28,27.14,0,653.78,False,0.681,GATEWAY_ERROR,0.843,25.77,17.55,RETRY
PAY-0008651,CUST-006092,2025-08-30,22.93,AUTHENTICATION_FAILED,3DS_FAIL_05,4,4,34,0.528,card,2,25.56,0,50.25,False,0.194,CUSTOMER_ACTION_REQUIRED,0.951,22.26,4.32,STOP
PAY-0008652,CUST-003699,2025-03-07,11.24,NETWORK_TIMEOUT,TIMEOUT_408,1,0,31,0.544,upi,21,9.45,1,241.25,False,0.687,TRANSIENT_FAILURE,0.929,11.95,8.21,RETRY
PAY-0008653,CUST-003519,2025-05-01,42.57,FRAUD_SUSPECTED,59,1,0,39,0.539,card,19,34.77,1,727.14,False,0.085,RISK_RELATED,0.943,45.49,3.87,HUMAN_REVIEW
PAY-0008654,CUST-008010,2026-03-10,14.15,INVALID_CARD,14,4,3,36,0.769,upi,43,13.86,2,620.64,False,0.237,PAYMENT_INSTRUMENT,0.895,14.18,3.36,CUSTOMER_NUDGE
PAY-0008655,CUST-007232,2026-06-13,43.81,AUTHENTICATION_FAILED,05,1,0,39,0.626,netbanking,8,39.06,0,340.32,False,0.334,CUSTOMER_ACTION_REQUIRED,0.923,45.15,15.08,CUSTOMER_NUDGE
PAY-0008656,CUST-008650,2025-03-18,14.8,LIMIT_EXCEEDED,61,1,1,40,0.501,upi,14,14.19,3,205.69,False,0.302,CUSTOMER_ACTION_REQUIRED,0.754,14.77,4.46,CUSTOMER_NUDGE
PAY-0008657,CUST-001040,2026-01-09,7.68,INSUFFICIENT_FUNDS,51,1,1,25,0.412,card,19,6.48,0,104.7,False,0.323,CUSTOMER_ACTION_REQUIRED,0.724,7.6,2.45,CUSTOMER_NUDGE
PAY-0008658,CUST-003972,2025-05-16,25.49,CARD_EXPIRED,EXP_CARD_54,1,0,26,0.477,card,26,21.36,0,498.17,False,0.368,PAYMENT_INSTRUMENT,0.781,27.06,9.96,CUSTOMER_NUDGE
PAY-0008659,CUST-007347,2025-08-31,11.95,LIMIT_EXCEEDED,LIMIT_61,2,1,23,0.421,upi,7,14.25,0,97.08,False,0.367,CUSTOMER_ACTION_REQUIRED,0.743,12.37,4.54,CUSTOMER_NUDGE
PAY-0008660,CUST-006785,2026-06-10,11.96,INSUFFICIENT_FUNDS,51,2,3,42,0.688,card,7,18.78,0,116.81,False,0.412,CUSTOMER_ACTION_REQUIRED,0.777,12.36,5.09,CUSTOMER_NUDGE
PAY-0008661,CUST-003988,2026-02-12,22.52,NETWORK_TIMEOUT,TIMEOUT_408,3,2,29,0.483,upi,3,23.1,0,85.75,False,0.526,TRANSIENT_FAILURE,0.813,23.13,12.17,HUMAN_REVIEW
PAY-0008662,CUST-003675,2025-09-29,51.42,LIMIT_EXCEEDED,LIMIT_61,3,2,34,0.451,card,9,48.42,0,443.88,True,0.127,CUSTOMER_ACTION_REQUIRED,0.783,52.04,6.61,STOP
PAY-0008663,CUST-005844,2026-01-07,14.9,INVALID_CARD,14,2,1,31,0.479,card,8,12.92,1,116.08,False,0.309,PAYMENT_INSTRUMENT,0.869,14.94,4.62,CUSTOMER_NUDGE
PAY-0008664,CUST-006543,2026-02-05,8.46,GATEWAY_ERROR,GW_500,1,0,27,0.35,card,20,11.33,2,265.84,False,0.542,GATEWAY_ERROR,0.835,8.87,4.81,RETRY
PAY-0008665,CUST-007124,2025-11-20,25.4,NETWORK_TIMEOUT,GW_503,4,3,41,0.62,card,23,22.2,0,470.52,False,0.629,TRANSIENT_FAILURE,0.907,25.12,15.8,HUMAN_REVIEW
PAY-0008666,CUST-001465,2025-08-23,14.79,AUTHENTICATION_FAILED,05,4,3,34,0.481,card,2,17.12,0,31.25,False,0.149,PAYMENT_INSTRUMENT,0.538,15.62,2.33,STOP
PAY-0008667,CUST-004010,2025-09-17,17.67,BANK_UNAVAILABLE,BANK_DOWN_502,3,2,36,0.509,card,27,18.04,0,549.81,False,0.607,TRANSIENT_FAILURE,0.732,19.03,11.55,RETRY
PAY-0008668,CUST-005645,2026-01-26,54.63,INVALID_CARD,INVALID_14,1,0,25,0.286,netbanking,4,57.76,0,252.85,False,0.22,PAYMENT_INSTRUMENT,0.882,58.5,12.87,CUSTOMER_NUDGE
PAY-0008669,CUST-006978,2025-04-16,30.46,INSUFFICIENT_FUNDS,NSF_51,2,1,29,0.646,netbanking,37,23.98,5,850.57,False,0.412,CUSTOMER_ACTION_REQUIRED,0.915,31.25,12.88,CUSTOMER_NUDGE
PAY-0008670,CUST-000596,2026-05-23,16.88,BANK_UNAVAILABLE,BANK_DOWN_502,1,2,28,0.548,netbanking,16,12.41,0,238.06,False,0.694,TRANSIENT_FAILURE,0.832,17.21,11.94,RETRY
PAY-0008671,CUST-005894,2026-03-04,35.38,INVALID_CARD,INVALID_14,1,0,35,0.593,card,12,34.4,1,404.11,False,0.37,PAYMENT_INSTRUMENT,0.913,36.44,13.48,CUSTOMER_NUDGE
PAY-0008672,CUST-000989,2025-11-08,8.07,INVALID_CARD,INVALID_14,1,0,25,0.436,card,35,9.49,0,345.56,False,0.302,PAYMENT_INSTRUMENT,0.786,8.23,2.49,CUSTOMER_NUDGE
PAY-0008673,CUST-003469,2025-05-19,9.52,NETWORK_TIMEOUT,TIMEOUT_408,2,3,30,0.366,card,10,8.06,1,82.77,False,0.603,TRANSIENT_FAILURE,0.837,9.53,5.75,RETRY
PAY-0008674,CUST-002048,2026-01-06,88.04,BANK_UNAVAILABLE,GW_503,1,1,34,0.748,card,30,73.75,1,2258.05,False,0.889,TRANSIENT_FAILURE,0.765,87.38,77.68,RETRY
PAY-0008675,CUST-000810,2025-09-10,12.67,CARD_EXPIRED,54,3,2,18,0.483,card,37,12.54,1,398.13,False,0.37,PAYMENT_INSTRUMENT,0.845,13.04,4.82,HUMAN_REVIEW
PAY-0008676,CUST-001480,2025-02-13,15.51,NETWORK_TIMEOUT,GW_503,1,0,30,0.631,card,5,18.82,0,95.87,False,0.779,TRANSIENT_FAILURE,0.731,15.47,12.05,RETRY
PAY-0008677,CUST-005357,2025-10-01,28.13,NETWORK_TIMEOUT,GW_503,4,3,42,0.568,netbanking,19,33.53,0,657.0,False,0.558,TRANSIENT_FAILURE,0.741,30.08,16.78,HUMAN_REVIEW
PAY-0008678,CUST-004586,2025-05-21,53.91,INVALID_CARD,INVALID_14,5,5,35,0.509,card,13,55.97,1,727.96,False,0.11,PAYMENT_INSTRUMENT,0.864,58.18,6.4,STOP
